"","Overall"
"zip_code.927xx",0.00435259510447893
"zip_code.928xx",0.0267269949395933
"zip_code.929xx",0
"zip_code.930xx",0.0960266545389784
"zip_code.931xx",0.0348923346121376
"zip_code.932xx",0.0606488135968049
"zip_code.933xx",0.049675042003979
"zip_code.934xx",0.00830635062032829
"zip_code.935xx",0
"zip_code.936xx",0
"zip_code.937xx",0
"zip_code.938xx",0
"zip_code.939xx",0.00148586202078418
"zip_code.940xx",0.0098827759769541
"zip_code.941xx",0.0388951118804768
"zip_code.942xx",0
"zip_code.943xx",0
"zip_code.944xx",0
"zip_code.945xx",0.0143462895359106
"zip_code.946xx",0.0405240125435761
"zip_code.947xx",0
"zip_code.948xx",0
"zip_code.949xx",0.00526463732555193
"zip_code.950xx",0.140949275007907
"zip_code.951xx",0.00357583435029778
"zip_code.952xx",0.00661258207930075
"zip_code.953xx",0.0453149346887531
"zip_code.954xx",0.000774937994596012
"zip_code.955xx",0
"zip_code.956xx",0.0046173373157008
"zip_code.957xx",0
"zip_code.958xx",0.00713276705375606
"zip_code.959xx",0.00255458695600807
"zip_code.960xx",0.0201552044303504
"zip_code.961xx",0.000500487207350752
"zip_code.962xx",0
"zip_code.963xx",0
"zip_code.965xx",0
"zip_code.967xx",0.000483675772650835
"zip_code.968xx",0.000436788835506111
"zip_code.969xx",0
"zip_code.970xx",0.00526110672801181
"zip_code.971xx",0
"zip_code.972xx",0.0404303973829893
"zip_code.973xx",0
"zip_code.974xx",0.00362206562578504
"zip_code.975xx",0.000456772638437763
"zip_code.976xx",0.0170947249240149
"zip_code.977xx",0
"zip_code.978xx",0
"zip_code.979xx",0
"zip_code.980xx",0.0638580826199434
"zip_code.981xx",0.0193347145343814
"zip_code.982xx",0.074991147187153
"zip_code.983xx",0.0142577429858293
"zip_code.984xx",0.000454988370318865
"zip_code.985xx",0
"zip_code.986xx",0.0158261681710967
"zip_code.988xx",0
"zip_code.989xx",0.00292705271338914
"zip_code.990xx",0
"zip_code.991xx",0.00330466038286056
"zip_code.992xx",0.0398336598729503
"zip_code.993xx",0
"zip_code.994xx",0
"zip_code.995xx",0
"zip_code.996xx",0
"zip_code.997xx",0.00103425028808938
"zip_code.998xx",0
"zip_code.999xx",0
"addr_state.AK",0.000545986044382638
"addr_state.AL",0.0234858740931596
"addr_state.AR",0.017297023111111
"addr_state.AZ",0.0537742186691149
"addr_state.CA",0.114341795257321
"addr_state.CO",0.019013393701048
"addr_state.CT",0.12458301458956
"addr_state.DC",0.000490177126052887
"addr_state.DE",0.00651811581278038
"addr_state.FL",0.0920356952572975
"addr_state.GA",0.0477984214474264
"addr_state.HI",0.00233490367558846
"addr_state.IA",0
"addr_state.ID",0
"addr_state.IL",0.068646165730071
"addr_state.IN",0.0321910330938667
"addr_state.KS",0.0539376518914499
"addr_state.KY",0.0070622617464602
"addr_state.LA",0.00834563358179429
"addr_state.MA",0.0279205275166404
"addr_state.MD",0.055960410390049
"addr_state.ME",0
"addr_state.MI",0.0352378208806491
"addr_state.MN",0.0793321116114208
"addr_state.MO",0.0410816199296053
"addr_state.MS",0.0124305476755876
"addr_state.MT",0.0140900645256508
"addr_state.NC",0.0558037494609593
"addr_state.ND",0
"addr_state.NE",0
"addr_state.NH",0.0472798992117194
"addr_state.NJ",0.0713194628332462
"addr_state.NM",0.0115833864093063
"addr_state.NV",0.0117368283206581
"addr_state.NY",0.115168505702382
"addr_state.OH",0.0253239106814872
"addr_state.OK",0.0195735215767765
"addr_state.OR",0.0197608490911383
"addr_state.PA",0.0449621893120137
"addr_state.RI",0.0152639981182309
"addr_state.SC",0.00346842511643365
"addr_state.SD",0.00100125621158362
"addr_state.TN",0.0245437018038432
"addr_state.TX",0.0530316142122609
"addr_state.UT",0.010654722194259
"addr_state.VA",0.0155498351460493
"addr_state.VT",0
"addr_state.WA",0.0776647109573503
"addr_state.WI",0.0430157541612247
"addr_state.WV",0
"addr_state.WY",0.0673678314075841
"initial_list_status.f",0.204606310132311
"initial_list_status.w",0.239859672282103
"application_type.INDIVIDUAL",0
"application_type.JOINT",0
"loan_amnt_band.(0,1e+03]",0.901224633503683
"loan_amnt_band.(1e+03,5e+03]",11.1884124387372
"loan_amnt_band.(5e+03,1.5e+04]",1.65534753396863
"loan_amnt_band.(1.5e+04,2e+04]",0.503362611461631
"loan_amnt_band.(2e+04,2.5e+04]",0.160220995100275
"loan_amnt_band.(2.5e+04,3e+04]",0.199507234156964
"loan_amnt_band.(3e+04,3.5e+04]",0.198557658270251
"funded_amnt_band.(0,1e+03]",1.0904252507956
"funded_amnt_band.(1e+03,5e+03]",14.8556374807434
"funded_amnt_band.(5e+03,1.5e+04]",3.02327656503814
"funded_amnt_band.(1.5e+04,2e+04]",0.779346049792231
"funded_amnt_band.(2e+04,2.5e+04]",0.191442221447957
"funded_amnt_band.(2.5e+04,3e+04]",0.198818417120372
"funded_amnt_band.(3e+04,3.5e+04]",0.268367553591498
"funded_amnt_inv_band.(-1,0]",0.0119305613578989
"funded_amnt_inv_band.(0,1e+03]",1.1364504383738
"funded_amnt_inv_band.(1e+03,5e+03]",8.19973371458245
"funded_amnt_inv_band.(5e+03,1.5e+04]",1.90117969419044
"funded_amnt_inv_band.(1.5e+04,2e+04]",0.289129008072091
"funded_amnt_inv_band.(2e+04,2.5e+04]",0.188254980575293
"funded_amnt_inv_band.(2.5e+04,3e+04]",0.18660241673444
"funded_amnt_inv_band.(3e+04,3.5e+04]",0.212325677434726
"int_rate_band.(5,10]",0.223290779701576
"int_rate_band.(10,15]",0.142341614997849
"int_rate_band.(15,20]",0.141175257982759
"int_rate_band.(20,25]",0.119407813768636
"int_rate_band.(25,30]",0.0214388236614891
"installment_band.(0,100]",3.47653568103418
"installment_band.(100,200]",1.74298479233229
"installment_band.(200,300]",0.519111402973629
"installment_band.(300,500]",0.977106149279603
"installment_band.(500,700]",0.38573784571347
"installment_band.(700,1e+03]",0.723606513175445
"installment_band.(1e+03,1.2e+03]",0.184825033136076
"installment_band.(1.2e+03,1.5e+03]",0.0466465225882956
"annual_inc_band.(0,2e+03]",0
"annual_inc_band.(2e+03,5e+03]",0.00507522602518324
"annual_inc_band.(5e+03,1e+04]",0
"annual_inc_band.(1e+04,2.5e+04]",0.0556837664081651
"annual_inc_band.(2.5e+04,5e+04]",0.130443229841703
"annual_inc_band.(5e+04,8e+04]",0.152299527623684
"annual_inc_band.(8e+04,1e+05]",0.0624498581545746
"annual_inc_band.(1e+05,2e+05]",0.114641726348431
"annual_inc_band.(2e+05,4e+05]",0.0284542688911355
"annual_inc_band.(4e+05,8e+05]",0.00595226481458328
"annual_inc_band.(8e+05,1e+06]",0
"annual_inc_band.(1e+06,5e+06]",0
"annual_inc_band.(5e+06,1e+07]",0
"dti_band.(-1,0]",0
"dti_band.(0,10]",0.159820644508884
"dti_band.(10,20]",0.138134749725697
"dti_band.(20,30]",0.088756607474357
"dti_band.(30,40]",0.106090990536695
"dti_band.(40,50]",0
"dti_band.(50,60]",0
"delinq_2yrs_band.(-1,0]",0.0931051413580729
"delinq_2yrs_band.(0,5]",0.0707188554435897
"delinq_2yrs_band.(5,10]",0.00109197208876528
"delinq_2yrs_band.(10,15]",0
"delinq_2yrs_band.(15,20]",0
"delinq_2yrs_band.(20,25]",0
"delinq_2yrs_band.(25,30]",0
"inq_last_6mths_band.(-1,0]",0.0892110469056779
"inq_last_6mths_band.(0,5]",0.0921606705106712
"inq_last_6mths_band.(5,10]",0.0400516515174433
"inq_last_6mths_band.(10,15]",0
"inq_last_6mths_band.(15,20]",0
"inq_last_6mths_band.(20,25]",0
"inq_last_6mths_band.(25,30]",0
"inq_last_6mths_band.(30,35]",0
"mths_since_last_delinq_band.(-1,0]",0.00891065890954195
"mths_since_last_delinq_band.(0,10]",0.0687570394984597
"mths_since_last_delinq_band.(10,20]",0.0510352883217276
"mths_since_last_delinq_band.(20,30]",0.053769252879075
"mths_since_last_delinq_band.(30,50]",0.0972867673293406
"mths_since_last_delinq_band.(50,70]",0.105269652538294
"mths_since_last_delinq_band.(70,100]",0.0511762322297701
"mths_since_last_delinq_band.(100,130]",0
"mths_since_last_delinq_band.(130,150]",0
"mths_since_last_delinq_band.(150,170]",0
"open_acc_band.(-1,0]",0
"open_acc_band.(0,10]",0.123810069753675
"open_acc_band.(10,20]",0.14073486281449
"open_acc_band.(20,30]",0.0256214626066816
"open_acc_band.(30,40]",0.00269293838498734
"open_acc_band.(40,50]",0
"open_acc_band.(50,60]",0.000655183253259166
"open_acc_band.(60,70]",0
"open_acc_band.(70,80]",0
"pub_rec_band.(-1,0]",0.0954445117882135
"pub_rec_band.(0,5]",0.110082941111737
"pub_rec_band.(5,10]",0
"pub_rec_band.(10,15]",0
"pub_rec_band.(15,20]",0
"revol_bal_band.(-1,0]",0.0216950971387046
"revol_bal_band.(0,2e+03]",0.117366163786791
"revol_bal_band.(2e+03,5e+03]",0.0870216956286781
"revol_bal_band.(5e+03,1e+04]",0.116002543734387
"revol_bal_band.(1e+04,2.5e+04]",0.0893708793137417
"revol_bal_band.(2.5e+04,5e+04]",0.135878464241967
"revol_bal_band.(5e+04,8e+04]",0.128023995919786
"revol_bal_band.(8e+04,1e+05]",0.0123891721408009
"revol_bal_band.(1e+05,2e+05]",0.00362419919669196
"revol_bal_band.(2e+05,4e+05]",0.00456769495275935
"revol_bal_band.(4e+05,8e+05]",0
"revol_bal_band.(8e+05,1e+06]",0
"revol_bal_band.(1e+06,2e+06]",0
"revol_util_band.(-1,0]",0.0180445181870417
"revol_util_band.(0,10]",0.0677240102885282
"revol_util_band.(10,20]",0.0532136495052518
"revol_util_band.(20,30]",0.0733960225303232
"revol_util_band.(30,40]",0.109808928978612
"revol_util_band.(40,50]",0.0860123922763763
"revol_util_band.(50,60]",0.104704996143632
"revol_util_band.(60,70]",0.11868222824717
"revol_util_band.(70,80]",0.0654170613345039
"revol_util_band.(80,100]",0.166362683567932
"revol_util_band.(100,300]",0
"revol_util_band.(300,500]",0
"revol_util_band.(500,700]",0
"revol_util_band.(700,1e+03]",0
"total_acc_band.(0,10]",0.179676979122502
"total_acc_band.(10,20]",0.111917387910903
"total_acc_band.(20,30]",0.157672993685768
"total_acc_band.(30,40]",0.0819850435167313
"total_acc_band.(40,50]",0.0438484049926683
"total_acc_band.(50,60]",0.0212647334231838
"total_acc_band.(60,70]",0.00860635309778738
"total_acc_band.(70,80]",0.001162703200105
"total_acc_band.(80,100]",0.047994025337631
"total_acc_band.(100,150]",0
"out_prncp_band.(-1,0]",48.7344285494507
"out_prncp_band.(0,1e+03]",0.188885123885078
"out_prncp_band.(1e+03,5e+03]",0.563997159340004
"out_prncp_band.(5e+03,1e+04]",0.344666006997673
"out_prncp_band.(1e+04,2e+04]",1.11764828820251
"out_prncp_band.(2e+04,3e+04]",0.254236123504161
"out_prncp_band.(3e+04,4e+04]",0.0284295978117599
"out_prncp_inv_band.(-1,0]",44.8686698649747
"out_prncp_inv_band.(0,1e+03]",0.185218163130486
"out_prncp_inv_band.(1e+03,5e+03]",0.602974696770312
"out_prncp_inv_band.(5e+03,1e+04]",0.545092200070857
"out_prncp_inv_band.(1e+04,2e+04]",2.20460908933097
"out_prncp_inv_band.(2e+04,3e+04]",0.209395409175967
"out_prncp_inv_band.(3e+04,4e+04]",0.0231314710205917
"total_pymnt_band.(-1,0]",0.568701908548764
"total_pymnt_band.(0,1e+03]",3.45589271091638
"total_pymnt_band.(1e+03,5e+03]",7.24533012025841
"total_pymnt_band.(5e+03,1e+04]",1.24628496314897
"total_pymnt_band.(1e+04,2e+04]",1.30221013120983
"total_pymnt_band.(2e+04,3e+04]",0.850222456221034
"total_pymnt_band.(3e+04,4e+04]",0.520781816533614
"total_pymnt_band.(4e+04,5e+04]",0.146487911007374
"total_pymnt_band.(5e+04,6e+04]",0.000818979066573958
"total_pymnt_inv_band.(-1,0]",0.11899771257179
"total_pymnt_inv_band.(0,1e+03]",2.33459163044713
"total_pymnt_inv_band.(1e+03,5e+03]",4.73515318472962
"total_pymnt_inv_band.(5e+03,1e+04]",1.16477680059204
"total_pymnt_inv_band.(1e+04,2e+04]",0.941846230735452
"total_pymnt_inv_band.(2e+04,3e+04]",0.666035430417243
"total_pymnt_inv_band.(3e+04,4e+04]",0.448515866192899
"total_pymnt_inv_band.(4e+04,5e+04]",0.115847658645991
"total_pymnt_inv_band.(5e+04,6e+04]",0
"total_rec_prncp_band.(-1,0]",0.690410475966841
"total_rec_prncp_band.(0,1e+03]",12.1479571903621
"total_rec_prncp_band.(1e+03,5e+03]",17.8459850433772
"total_rec_prncp_band.(5e+03,1e+04]",3.8843079634448
"total_rec_prncp_band.(1e+04,2e+04]",4.72934037978262
"total_rec_prncp_band.(2e+04,3e+04]",2.09859635027658
"total_rec_prncp_band.(3e+04,4e+04]",0.916440594747675
"total_rec_int_band.(-1,0]",0.306972789186567
"total_rec_int_band.(0,1e+03]",3.44655684343572
"total_rec_int_band.(1e+03,2e+03]",0.470464962829936
"total_rec_int_band.(2e+03,5e+03]",0.738336352333015
"total_rec_int_band.(5e+03,1e+04]",0.287642798245969
"total_rec_int_band.(1e+04,1.5e+04]",0.12739869096216
"total_rec_int_band.(1.5e+04,2.5e+04]",0.106610228747837
"total_rec_late_fee_band.(-1,0]",0.813507454194728
"total_rec_late_fee_band.(0,10]",0.00736279071242414
"total_rec_late_fee_band.(10,20]",0.0990986724063536
"total_rec_late_fee_band.(20,40]",0.303231514152545
"total_rec_late_fee_band.(40,50]",0.0162249352591955
"total_rec_late_fee_band.(50,100]",0.41780446412908
"total_rec_late_fee_band.(100,200]",0.0269738656353447
"total_rec_late_fee_band.(200,400]",0
"recoveries_band.(-1,0]",58.4356655993708
"recoveries_band.(0,1e+03]",3.68169115388956
"recoveries_band.(1e+03,2e+03]",0.106111785251433
"recoveries_band.(2e+03,5e+03]",0.165662221366714
"recoveries_band.(5e+03,1e+04]",0.0563905005153155
"recoveries_band.(1e+04,1.5e+04]",0
"recoveries_band.(1.5e+04,2e+04]",0
"recoveries_band.(2e+04,4e+04]",0
"collection_recovery_fee_band.(-1,0]",36.9653324752397
"collection_recovery_fee_band.(0,1e+03]",26.7956217970445
"collection_recovery_fee_band.(1e+03,2e+03]",0.0891573563285202
"collection_recovery_fee_band.(2e+03,3e+03]",0
"collection_recovery_fee_band.(3e+03,4e+03]",0
"collection_recovery_fee_band.(4e+03,5e+03]",0
"collection_recovery_fee_band.(5e+03,8e+03]",0
"last_pymnt_amnt_band.(-1,0]",0.623960984539844
"last_pymnt_amnt_band.(0,1e+03]",100
"last_pymnt_amnt_band.(1e+03,2e+03]",0.401916712068249
"last_pymnt_amnt_band.(2e+03,5e+03]",0.146581432082212
"last_pymnt_amnt_band.(5e+03,1e+04]",0.522496381096524
"last_pymnt_amnt_band.(1e+04,1.5e+04]",0.036866298127583
"last_pymnt_amnt_band.(1.5e+04,2e+04]",0.035364412282987
"last_pymnt_amnt_band.(2e+04,4e+04]",0.00970763022166432
"collections_12_mths_ex_med_band.(-1,0]",0.0436771474891392
"collections_12_mths_ex_med_band.(0,1]",0.0442043399396134
"collections_12_mths_ex_med_band.(1,2]",0
"collections_12_mths_ex_med_band.(2,3]",0
"collections_12_mths_ex_med_band.(3,4]",0
"collections_12_mths_ex_med_band.(4,6]",0
"acc_now_delinq_band.(-1,0]",0
"acc_now_delinq_band.(0,1]",0.000800779531761203
"acc_now_delinq_band.(1,2]",0
"acc_now_delinq_band.(2,3]",0
"acc_now_delinq_band.(3,4]",0
"acc_now_delinq_band.(4,5]",0
"tot_coll_amt_band.(-1,0]",0.124815260055121
"tot_coll_amt_band.(0,1e+03]",1.05602349485619
"tot_coll_amt_band.(1e+03,5e+03]",0.00159609003349105
"tot_coll_amt_band.(5e+03,1e+04]",0.0326376944183943
"tot_coll_amt_band.(1e+04,2e+04]",0.000536059025393862
"tot_coll_amt_band.(2e+04,5e+04]",0
"tot_coll_amt_band.(5e+04,1e+05]",0
"tot_coll_amt_band.(1e+05,5e+05]",0
"tot_coll_amt_band.(5e+05,1e+07]",0
"tot_cur_bal_band.(-1,0]",0
"tot_cur_bal_band.(0,5e+03]",0.0415605001849794
"tot_cur_bal_band.(5e+03,1e+04]",0.115384794990321
"tot_cur_bal_band.(1e+04,2e+04]",0.167338237544369
"tot_cur_bal_band.(2e+04,5e+04]",0.117061651666475
"tot_cur_bal_band.(5e+04,1e+05]",0.17454298845348
"tot_cur_bal_band.(1e+05,5e+05]",0.098977831048089
"tot_cur_bal_band.(5e+05,1e+07]",0.0215428559758098
"total_rev_hi_lim_band.(-1,0]",0.00150875080108961
"total_rev_hi_lim_band.(0,1e+03]",0
"total_rev_hi_lim_band.(1e+03,5e+03]",0.0245019492050256
"total_rev_hi_lim_band.(5e+03,1e+04]",0.0877068356567744
"total_rev_hi_lim_band.(1e+04,2e+04]",0.133973280751526
"total_rev_hi_lim_band.(2e+04,5e+04]",0.153243818860175
"total_rev_hi_lim_band.(5e+04,1e+05]",0.118230615204108
"total_rev_hi_lim_band.(1e+05,5e+05]",0.00928617879106525
"total_rev_hi_lim_band.(5e+05,1e+06]",0
"total_rev_hi_lim_band.(1e+06,5e+06]",0
"pmnt_months_band.(-2,-1]",0.862315665527612
"pmnt_months_band.(-1,0]",0.0278369736865673
"pmnt_months_band.(0,10]",1.67627340655999
"pmnt_months_band.(10,20]",1.25649682369296
"pmnt_months_band.(20,30]",0.552373321887069
"pmnt_months_band.(30,40]",32.728648519261
"pmnt_months_band.(40,50]",0.0895747714088212
"pmnt_months_band.(50,60]",0.0764235196971296
"pmnt_months_band.(60,70]",0.0087184116375643
"pmnt_diff_band.(-40,-20]",0
"pmnt_diff_band.(-20,0]",19.3629693509025
"pmnt_diff_band.(0,10]",2.68679363758278
"pmnt_diff_band.(10,20]",0.292865982288467
"pmnt_diff_band.(20,30]",0.607469732510306
"pmnt_diff_band.(30,40]",0.210266652272261
"pmnt_diff_band.(40,50]",0.0509003575086591
"pmnt_diff_band.(50,61]",0.0730412079359342
